Row:4,Test Case:NAME, Step Name: ACTION
Row:487,Test Case:B183F2A - OCC 4 Total number of failed cycles, Step Name: Wait for 16s until DTC reached TestPass limit
Row:488,Test Case:B183F2A - OCC 4 Total number of failed cycles, Step Name: Check OCC4 value
Row:489,Test Case:B183F2A - OCC 4 Total number of failed cycles, Step Name: Wait 10ms
Row:490,Test Case:B183F2A - OCC 4 Total number of failed cycles, Step Name: Send diagnostic request "ECU hard reset"
Row:491,Test Case:B183F2A - OCC 4 Total number of failed cycles, Step Name: Wait for start diagnostics
Row:492,Test Case:B183F2A - OCC 4 Total number of failed cycles, Step Name: Check OCC4 value
Row:501,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: Check OCC2 value
Row:503,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: For loop: Start value = 1, Stop value = 255, iterator+= 1
Row:504,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: (In for loop)Send diagnostic request "ECU hard reset"
Row:506,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: (In for loop)Check OCC2 value
Row:507,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: (In for loop)Wait for FDC10 reached TestPass limit
Row:508,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: Send diagnostic request "ECU hard reset"
Row:510,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: Check OCC2 value
Row:511,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: Press and hold the EPB
Row:514,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: Check OCC2 value
Row:515,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: Release the EPB
Row:517,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: Check OCC2 value
Row:518,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: Wait 10ms
Row:519,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: Send diagnostic request "ECU hard reset"
Row:521,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: Check OCC2 value
Row:522,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: Wait 10ms
Row:523,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: Send diagnostic request "ECU hard reset"
Row:525,Test Case:B183F2A - OCC 2 Fault free operation cycles since first failed, Step Name: Check OCC2 value
Row:533,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Press and hold the EPB
Row:536,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Release the EPB
Row:537,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Check OCC1 value
Row:539,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: For loop: Start value = 1, Stop value = 255, iterator+= 1
Row:542,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: (In for loop)Check OCC1 value
Row:543,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Wait 10ms
Row:546,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Check OCC1 value
Row:548,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Press and hold the EPB
Row:549,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Check that the SWMRiLvrDiagRiLvrDiag value has been set to 2 within 200s
Row:551,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Release the EPB
Row:552,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Check OCC1 value
Row:554,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Check OCC1 value
Row:555,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Wait 10ms
Row:556,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Send diagnostic request "ECU hard reset"
Row:557,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Wait for the diagnostics to start
Row:558,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Check OCC1 value
Row:559,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Send diagnostic request "ECU hard reset"
Row:560,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Wait for the diagnostics to start
Row:561,Test Case:B183F2A - OCC 1 Operation cycle since last failed, Step Name: Check OCC1 value
Row:568,Test Case:B183F2A FDC10, Step Name: Wait 500 ms
Row:569,Test Case:B183F2A FDC10, Step Name: For loop: Start value = 244, Stop value = 136, iterator-= 12
Row:570,Test Case:B183F2A FDC10, Step Name: (In for loop) Check FDC10 value
Row:573,Test Case:B183F2A FDC10, Step Name: Press and hold EPB
Row:575,Test Case:B183F2A FDC10, Step Name: For loop: Start value = 0, Stop value = 5, iterator+= 1
Row:576,Test Case:B183F2A FDC10, Step Name: (In for loop) Check FDC10 value
Row:578,Test Case:B183F2A FDC10, Step Name: For loop: Start value = 12, Stop value = 120, iterator+= 12
Row:579,Test Case:B183F2A FDC10, Step Name: (In for loop) Check FDC10 value
Row:580,Test Case:B183F2A FDC10, Step Name: (In for loop) Wait 1s for the next FDC10 test period
Row:581,Test Case:B183F2A FDC10, Step Name: Check FDC10 value
Row:582,Test Case:B183F2A FDC10, Step Name: Release EPB
Row:584,Test Case:B183F2A FDC10, Step Name: Send diagnostic request "ReportDTCExtendedDataRecordByDTCNumber 0x10"
Row:585,Test Case:B183F2A FDC10, Step Name: Check FDC10 value
Row:587,Test Case:B183F2A FDC10, Step Name: For loop: Start value = 244, Stop value = 136, iterator -= 12
Row:588,Test Case:B183F2A FDC10, Step Name: (In for loop) Check FDC10 value
Row:589,Test Case:B183F2A FDC10, Step Name: (In for loop) Wait 1s for the next FDC10 test period
Row:590,Test Case:B183F2A FDC10, Step Name: Check FDC10 value
Row:598,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:603,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:604,Test Case:B182F2A DTC lifecycle, Step Name: Check DTC status
Row:605,Test Case:B182F2A DTC lifecycle, Step Name: Wait for TRC EN
Row:606,Test Case:B182F2A DTC lifecycle, Step Name: Wait 11s for DTC reached TestPass Limit
Row:607,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:608,Test Case:B182F2A DTC lifecycle, Step Name: Check if the DTC is absent in response
Row:609,Test Case:B182F2A DTC lifecycle, Step Name: Press and hold the Front Wiper button
Row:612,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:615,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:616,Test Case:B182F2A DTC lifecycle, Step Name: Check DTC status
Row:617,Test Case:B182F2A DTC lifecycle, Step Name: Release the Front Wiper button
Row:619,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:620,Test Case:B182F2A DTC lifecycle, Step Name: Check DTC status
Row:621,Test Case:B182F2A DTC lifecycle, Step Name: Wait 1s for the fault to heal
Row:622,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:623,Test Case:B182F2A DTC lifecycle, Step Name: Check DTC status
Row:624,Test Case:B182F2A DTC lifecycle, Step Name: Press and hold the Rear Wiper button
Row:627,Test Case:B182F2A DTC lifecycle, Step Name: Wait for transfer DTC status to long term memory
Row:628,Test Case:B182F2A DTC lifecycle, Step Name: Release the Rear Wiper button
Row:629,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "ECU hard reset"
Row:630,Test Case:B182F2A DTC lifecycle, Step Name: Wait for start diagnostics
Row:631,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:632,Test Case:B182F2A DTC lifecycle, Step Name: Check DTC status
Row:633,Test Case:B182F2A DTC lifecycle, Step Name: Wait for TRC EN
Row:634,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:635,Test Case:B182F2A DTC lifecycle, Step Name: Check DTC status
Row:636,Test Case:B182F2A DTC lifecycle, Step Name: Wait 11s for DTC reached TestPass Limit
Row:637,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:638,Test Case:B182F2A DTC lifecycle, Step Name: Check DTC status
Row:639,Test Case:B182F2A DTC lifecycle, Step Name: Wait for transfer DTC status to long term memory
Row:640,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "ECU hard reset"
Row:642,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:643,Test Case:B182F2A DTC lifecycle, Step Name: Check DTC status
Row:645,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:646,Test Case:B182F2A DTC lifecycle, Step Name: Check DTC status
Row:648,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "Clear Diagnostic Information"
Row:649,Test Case:B182F2A DTC lifecycle, Step Name: Wait 10ms
Row:650,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:651,Test Case:B182F2A DTC lifecycle, Step Name: Check DTC status
Row:652,Test Case:B182F2A DTC lifecycle, Step Name: Wait 11s for DTC reached TestPass Limit
Row:653,Test Case:B182F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:654,Test Case:B182F2A DTC lifecycle, Step Name: Check if the DTC is absent in response
Row:659,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Press and hold Front washer button
Row:661,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Send diagnostic request "Report DTC By status Mask"
Row:662,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Check if DTC was not reported in response
Row:664,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Send diagnostic request "Report DTC By status Mask"
Row:665,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Check if DTC was not reported in response
Row:667,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Send diagnostic request "Report DTC By status Mask"
Row:669,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Release Front washer button
Row:674,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Send diagnostic request "Report DTC By status Mask"
Row:675,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Check if DTC was not reported in response
Row:676,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Press and hold Rear washer button
Row:678,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Send diagnostic request "Report DTC By status Mask"
Row:679,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Check if DTC was not reported in response
Row:681,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Send diagnostic request "Report DTC By status Mask"
Row:682,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Check if DTC was not reported in response
Row:683,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Wait for DTC reached TestFail Limit
Row:684,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Send diagnostic request "Report DTC By status Mask"
Row:685,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Check if DTC is present in response
Row:686,Test Case:R&F washer stuck DTC Basic Verification, Step Name: Release Rear washer button
Row:694,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:699,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:700,Test Case:B183F2A DTC lifecycle, Step Name: Check DTC status
Row:701,Test Case:B183F2A DTC lifecycle, Step Name: Wait for TRC EN
Row:702,Test Case:B183F2A DTC lifecycle, Step Name: Wait 11s for DTC reached TestPass Limit
Row:703,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:704,Test Case:B183F2A DTC lifecycle, Step Name: Check if the DTC is absent in response
Row:705,Test Case:B183F2A DTC lifecycle, Step Name: Press and hold the EPB
Row:708,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:711,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:712,Test Case:B183F2A DTC lifecycle, Step Name: Check DTC status
Row:713,Test Case:B183F2A DTC lifecycle, Step Name: Release the EPB
Row:715,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:716,Test Case:B183F2A DTC lifecycle, Step Name: Check DTC status
Row:718,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:719,Test Case:B183F2A DTC lifecycle, Step Name: Check DTC status
Row:720,Test Case:B183F2A DTC lifecycle, Step Name: Press and hold the EPB
Row:721,Test Case:B183F2A DTC lifecycle, Step Name: Check that the SWMRiLvrDiagRiLvrDiag value has been set to 2 within 200s
Row:723,Test Case:B183F2A DTC lifecycle, Step Name: Wait for transfer DTC status to long term memory
Row:724,Test Case:B183F2A DTC lifecycle, Step Name: Release the EPB
Row:725,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "ECU hard reset"
Row:726,Test Case:B183F2A DTC lifecycle, Step Name: Wait for start diagnostics
Row:727,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:728,Test Case:B183F2A DTC lifecycle, Step Name: Check DTC status
Row:729,Test Case:B183F2A DTC lifecycle, Step Name: Wait for TRC EN
Row:730,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:731,Test Case:B183F2A DTC lifecycle, Step Name: Check DTC status
Row:732,Test Case:B183F2A DTC lifecycle, Step Name: Wait 11s for DTC reached TestPass Limit
Row:733,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:734,Test Case:B183F2A DTC lifecycle, Step Name: Check DTC status
Row:735,Test Case:B183F2A DTC lifecycle, Step Name: Wait for transfer DTC status to long term memory
Row:736,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "ECU hard reset"
Row:738,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:739,Test Case:B183F2A DTC lifecycle, Step Name: Check DTC status
Row:741,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:742,Test Case:B183F2A DTC lifecycle, Step Name: Check DTC status
Row:744,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "Clear Diagnostic Information"
Row:745,Test Case:B183F2A DTC lifecycle, Step Name: Wait 10ms
Row:746,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:747,Test Case:B183F2A DTC lifecycle, Step Name: Check DTC status
Row:749,Test Case:B183F2A DTC lifecycle, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:750,Test Case:B183F2A DTC lifecycle, Step Name: Check if the DTC is absent in response
Row:755,Test Case:EPB stuck DTC Basic Verification, Step Name: Press and hold the EPB
Row:758,Test Case:EPB stuck DTC Basic Verification, Step Name: Check if the DTC is absent in response
Row:760,Test Case:EPB stuck DTC Basic Verification, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:761,Test Case:EPB stuck DTC Basic Verification, Step Name: Check if the DTC is absent in response
Row:763,Test Case:EPB stuck DTC Basic Verification, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:775,Test Case:B182F29 - TRC, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:776,Test Case:B182F29 - TRC, Step Name: Check DTC status
Row:778,Test Case:B182F29 - TRC, Step Name: Wait 10s for DTC reached TestPass Limit
Row:779,Test Case:B182F29 - TRC, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:781,Test Case:B182F29 - TRC, Step Name: Disconnect F&R washer wire
Row:786,Test Case:B182F29 - TRC, Step Name: Wait 10s
Row:787,Test Case:B182F29 - TRC, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:789,Test Case:B182F29 - TRC, Step Name: Set power supply voltage to 15.75V
Row:790,Test Case:B182F29 - TRC, Step Name: Wait 8s for DTC reached TestFail Limit
Row:791,Test Case:B182F29 - TRC, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:792,Test Case:B182F29 - TRC, Step Name: Check DTC status
Row:803,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Wait for TRC EN
Row:804,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Disconnect F&R washer wire
Row:807,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Connect F&R washer wire
Row:811,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Send diagnostic request "ECU hard reset"
Row:812,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Wait for start diagnostics
Row:813,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Check OCC6 value
Row:814,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Wait 10ms
Row:815,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Send diagnostic request "ECU hard reset"
Row:816,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Wait for start diagnostics
Row:817,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Check OCC6 value
Row:818,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Wait for TRC EN
Row:819,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Disconnect F&R washer wire
Row:820,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: For loop: Start value = 2, Stop value = 255, iterator+= 1
Row:821,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: (In for loop)Check that the SWMLeLvrDiagLeLvrDiagc value has been set to 4 within 2s
Row:822,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: (In for loop)Wait for 16s until DTC reached TestFail Limit
Row:823,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: (In for loop)Send diagnostic request "ECU hard reset"
Row:824,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: (In for loop)Wait for start diagnostics
Row:825,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: (In for loop)Check OCC6 value
Row:826,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: (In for loop) Wait for TRC EN
Row:827,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Check that the SWMLeLvrDiagLeLvrDiagc value has been set to 4 within 2s
Row:828,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Wait for 16s until DTC reached TestFail Limit
Row:829,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Send diagnostic request "ECU hard reset"
Row:830,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Connect F&R washer wire
Row:831,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Wait for start diagnostics
Row:832,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Check OCC6 value
Row:834,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Send diagnostic request "ECU hard reset"
Row:835,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Wait for start diagnostics
Row:836,Test Case:B182F29 - OCC 6 Consecutive number of faulty operation cycles, Step Name: Check OCC6 value
Row:840,Test Case:B182F29 - SI 30, Step Name: Check response length
Row:841,Test Case:B182F29 - SI 30, Step Name: Disconnect F&R washer wire
Row:842,Test Case:B182F29 - SI 30, Step Name: Check that the SWMLeLvrDiagLeLvrDiagc value has been set to 4 within 2s
Row:843,Test Case:B182F29 - SI 30, Step Name: Wait for 9s until the DTC is in range unconfirmedDTCLimit to testFail Limit
Row:844,Test Case:B182F29 - SI 30, Step Name: Check SI30 value
Row:845,Test Case:B182F29 - SI 30, Step Name: Connect F&R washer wire
Row:846,Test Case:B182F29 - SI 30, Step Name: Wait 6s for the FDC value to be negative
Row:847,Test Case:B182F29 - SI 30, Step Name: Check SI30 value
Row:848,Test Case:B182F29 - SI 30, Step Name: Disconnect F&R washer wire
Row:849,Test Case:B182F29 - SI 30, Step Name: Check that the SWMLeLvrDiagLeLvrDiagc value has been set to 4 within 2s
Row:850,Test Case:B182F29 - SI 30, Step Name: Wait for 16s until the DTC reach testFail Limit
Row:851,Test Case:B182F29 - SI 30, Step Name: Check SI30 value
Row:852,Test Case:B182F29 - SI 30, Step Name: Connect F&R washer wire
Row:853,Test Case:B182F29 - SI 30, Step Name: Wait 10ms
Row:854,Test Case:B182F29 - SI 30, Step Name: Send diagnostic request "ECU hard reset"
Row:855,Test Case:B182F29 - SI 30, Step Name: Wait 16s for DTC reach TestPass Limit
Row:856,Test Case:B182F29 - SI 30, Step Name: Check SI30 value
Row:857,Test Case:B182F29 - SI 30, Step Name: Disconnect F&R washer wire
Row:858,Test Case:B182F29 - SI 30, Step Name: Check that the SWMLeLvrDiagLeLvrDiagc value has been set to 4 within 2s
Row:859,Test Case:B182F29 - SI 30, Step Name: Wait for 9s until the DTC is in range unconfirmedDTCLimit to testFail Limit
Row:860,Test Case:B182F29 - SI 30, Step Name: Check SI30 value
Row:861,Test Case:B182F29 - SI 30, Step Name: Wait 7s for DTC reach testFail Limit
Row:862,Test Case:B182F29 - SI 30, Step Name: Connect F&R washer wire
Row:863,Test Case:B182F29 - SI 30, Step Name: Check SI30 value
Row:873,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Send diagnostic request "ReportDTCExtendedDataRecordByDTCNumber 4"
Row:874,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Check response length
Row:875,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Wait for TRC EN
Row:876,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Disconnect F&R washer wire
Row:880,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Connect F&R washer wire
Row:881,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Check that the SWMLeLvrDiagLeLvrDiagc value has been set to 4 within 2s
Row:882,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Send diagnostic request "ECU hard reset"
Row:883,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Wait for start diagnostics
Row:884,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Check OCC4 value
Row:886,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Send diagnostic request "ECU hard reset"
Row:887,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Wait for start diagnostics
Row:888,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Check OCC4 value
Row:889,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Disconnect F&R washer wire
Row:890,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: For loop: Start value = 2, Stop value = 255, iterator+= 1
Row:891,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: (In for loop)Check that the SWMLeLvrDiagLeLvrDiagc value has been set to 4 within 2s
Row:893,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: (In for loop) Send diagnostic request "ECU hard reset"
Row:894,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: (In for loop) Wait for start diagnostics
Row:895,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: (In for loop) Check OCC4 value
Row:896,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: (In for loop) Wait for TRC EN
Row:897,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Check that the SWMLeLvrDiagLeLvrDiagc value has been set to 4 within 2s
Row:899,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Send diagnostic request "ECU hard reset"
Row:900,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Wait for start diagnostics
Row:901,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Check OCC4 value
Row:902,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Wait for TRC EN
Row:903,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Connect F&R washer wire
Row:905,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Check OCC4 value
Row:907,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Send diagnostic request "ECU hard reset"
Row:908,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Wait for start diagnostics
Row:909,Test Case:B182F29 - OCC 4 Total number of failed cycles, Step Name: Check OCC4 value
Row:920,Test Case:B183F2A - TRC, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:921,Test Case:B183F2A - TRC, Step Name: Check DTC status
Row:923,Test Case:B183F2A - TRC, Step Name: Wait 10s for DTC reached TestPass Limit
Row:924,Test Case:B183F2A - TRC, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:926,Test Case:B183F2A - TRC, Step Name: Press and hold the EPB
Row:931,Test Case:B183F2A - TRC, Step Name: Wait 10s
Row:932,Test Case:B183F2A - TRC, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:934,Test Case:B183F2A - TRC, Step Name: Set power supply voltage to 15.75V
Row:935,Test Case:B183F2A - TRC, Step Name: Wait 8s for DTC reached TestFail Limit
Row:936,Test Case:B183F2A - TRC, Step Name: Send diagnostic request "Report DTC By status Mask 0xFF"
Row:937,Test Case:B183F2A - TRC, Step Name: Check DTC status
Row:942,Test Case:B183F2A - SI 30, Step Name: Press and hold the EPB
Row:946,Test Case:B183F2A - SI 30, Step Name: Release the EPB
Row:948,Test Case:B183F2A - SI 30, Step Name: Check SI30 value
Row:949,Test Case:B183F2A - SI 30, Step Name: Press and hold the EPB
Row:950,Test Case:B183F2A - SI 30, Step Name: Check that the SWMRiLvrDiagRiLvrDiag value has been set to 2 within 200s
Row:952,Test Case:B183F2A - SI 30, Step Name: Check SI30 value
Row:953,Test Case:B183F2A - SI 30, Step Name: Release the EPB
Row:957,Test Case:B183F2A - SI 30, Step Name: Check SI30 value
Row:958,Test Case:B183F2A - SI 30, Step Name: Press and hold the EPB
Row:959,Test Case:B183F2A - SI 30, Step Name: Check that the SWMRiLvrDiagRiLvrDiag value has been set to 2 within 200s
Row:960,Test Case:B183F2A - SI 30, Step Name: Wait for 9s until the DTC is in range unconfirmedDTCLimit to testFail Limit
Row:961,Test Case:B183F2A - SI 30, Step Name: Check SI30 value
Row:963,Test Case:B183F2A - SI 30, Step Name: Release the EPB
Row:964,Test Case:B183F2A - SI 30, Step Name: Check SI30 value
